loan_id,borrower_id,application_date,branch,county,age,employment_type,monthly_income_kes,membership_years,savings_balance_kes,loan_product,loan_amount_kes,loan_term_months,monthly_repayment_kes,other_monthly_debt_kes,debt_to_income_ratio,loan_to_savings_ratio,previous_loans,previous_defaults,previous_late_payments,avg_monthly_inflows_kes,avg_monthly_outflows_kes,mobile_money_active_months,utility_payment_consistency,income_consistency_score,days_overdue,late_payment_count_current,repayment_ratio,loan_status,default,generated_default_probability,risk_category
5035971,135971,2025-06-15,Nyeri,Kiambu,21,Salaried,77200,2,176600,Business,362400,36,11400,11300,0.294,2.052,1,0,0,89800,72400,22,0.759,0.831,4,0,0.856,Current,0,0.0471,Low
5011155,111155,2025-06-15,Nyeri,Other,47,Casual,18500,1,94200,Development,60600,36,2000,5500,0.405,0.643,5,0,0,24300,19500,10,0.744,0.912,5,0,0.97,Current,0,0.0475,Low
5022845,122845,2025-06-15,Nyeri,Nyeri,47,Farmer,55200,5,60700,School Fees,339800,6,59500,14900,1.348,5.598,9,1,0,47700,37300,42,0.811,0.78,2,4,0.958,Current,0,0.3455,High
5025578,125578,2025-06-15,Westlands,Machakos,43,Salaried,71100,10,265000,Agriculture,367400,6,72400,6500,1.11,1.386,23,2,0,65800,53700,88,0.692,0.941,3,2,0.886,Late,0,0.055,Low
5036900,136900,2025-06-15,Meru,Meru,60,Salaried,46500,4,238400,Emergency,282900,3,109200,7300,2.5,1.187,8,0,2,53900,49100,45,0.861,0.906,3,2,0.825,Late,0,0.0857,Low
5036891,136891,2025-06-15,Eldoret,Uasin Gishu,33,Farmer,55000,6,144300,Agriculture,313500,12,31300,17600,0.889,2.173,8,0,0,48600,32600,65,0.988,0.824,9,1,0.94,Late,0,0.0633,Low
5020182,120182,2025-06-15,Meru,Nairobi,39,Business Owner,88600,5,118400,School Fees,476200,12,44200,8400,0.594,4.022,7,0,1,91700,79400,59,0.92,0.781,13,1,0.987,Current,0,0.1101,Moderate
5046503,146503,2025-06-15,Eldoret,Nairobi,38,Salaried,87600,3,267500,Business,267900,6,50600,8600,0.676,1.001,4,0,1,105900,99300,31,0.689,0.682,5,2,0.983,Late,0,0.0689,Low
5026615,126615,2025-06-15,Embu,Kakamega,40,Salaried,46700,3,187000,School Fees,168200,3,62700,5800,1.467,0.899,5,0,2,62700,44600,33,0.923,1.0,2,0,0.974,Late,0,0.037,Low
5015773,115773,2025-06-15,Kisumu,Nyeri,36,Salaried,130000,2,308200,Asset Finance,444600,60,8900,8800,0.136,1.443,7,0,1,138300,134600,22,0.924,0.829,4,1,0.943,Late,0,0.0392,Low
5003108,103108,2025-06-15,Eldoret,Nakuru,30,Salaried,82900,12,352300,Development,435400,24,20800,3700,0.296,1.236,19,0,2,82000,72100,99,0.986,0.822,2,1,0.935,Current,0,0.006,Low
5002548,102548,2025-06-15,Eldoret,Other,49,Self-Employed,53500,5,102300,Development,281200,36,9000,2800,0.221,2.749,13,0,1,58900,42900,49,0.64,0.581,1,0,0.862,Late,0,0.0239,Low
5037547,137547,2025-06-15,Nyeri,Nakuru,28,Salaried,83100,6,275200,Development,446900,24,20200,3800,0.289,1.624,5,0,1,89400,87400,68,0.913,1.0,7,0,0.953,Current,0,0.0089,Low
5010000,110000,2025-06-15,Meru,Nakuru,21,Salaried,68400,5,156900,Development,248200,36,7600,8000,0.228,1.582,11,0,0,63500,57400,53,0.904,0.612,1,1,0.897,Late,0,0.0156,Low
5019602,119602,2025-06-15,Mombasa,Kisumu,31,Salaried,98300,3,66500,Asset Finance,342500,24,16000,31500,0.483,5.15,2,0,3,91700,65700,24,0.946,0.609,3,0,0.869,Late,0,0.1801,Moderate
5023691,123691,2025-06-15,Thika,Nairobi,42,Self-Employed,46400,5,237500,Business,244200,24,10900,4200,0.325,1.028,8,0,2,40800,38000,51,0.718,0.96,6,2,0.966,Late,0,0.0122,Low
5037662,137662,2025-06-15,Embu,Embu,23,Casual,70100,1,150900,School Fees,328400,3,115800,12500,1.83,2.176,1,0,2,93200,69900,9,0.929,0.544,13,0,0.97,Current,0,0.174,Moderate
5032380,132380,2025-06-15,Kisumu,Nairobi,24,Salaried,61400,3,361200,Emergency,361800,3,133200,20100,2.497,1.002,6,0,2,61700,50100,24,0.575,0.783,28,3,0.367,Defaulted,1,0.2401,Moderate
5032778,132778,2025-06-15,Westlands,Uasin Gishu,49,Self-Employed,83900,4,460800,Business,583400,12,55100,7400,0.745,1.266,8,0,1,102600,92300,42,0.624,0.971,11,0,1.013,Current,0,0.0433,Low
5003393,103393,2025-06-16,Kisumu,Kakamega,47,Farmer,94800,4,327000,Emergency,574900,12,57100,32100,0.941,1.758,8,0,0,104700,90800,46,0.995,0.966,5,1,0.869,Current,0,0.0451,Low
5031376,131376,2025-06-16,Thika,Nyeri,49,Self-Employed,114700,6,236300,School Fees,567500,6,98600,4400,0.898,2.402,9,0,2,133600,96700,49,0.902,0.823,11,1,0.847,Current,0,0.0217,Low
5034194,134194,2025-06-16,Eldoret,Nakuru,41,Salaried,74500,3,88100,Business,297600,12,28600,14100,0.573,3.378,6,1,1,96100,88200,36,0.853,0.724,2,0,0.898,Current,0,0.1242,Moderate
5043592,143592,2025-06-16,Kisumu,Meru,26,Casual,22400,3,109600,Asset Finance,114900,60,2100,6700,0.393,1.048,4,0,0,21000,20400,25,0.963,0.729,2,1,0.976,Current,0,0.0537,Low
5009650,109650,2025-06-16,Nairobi CBD,Nairobi,29,Salaried,64200,2,253600,Business,293200,24,13500,12500,0.405,1.156,0,0,0,65800,46800,19,0.969,0.63,13,0,0.932,Late,0,0.0206,Low
5019396,119396,2025-06-16,Westlands,Embu,38,Self-Employed,40100,19,120100,Business,127800,36,4200,7400,0.289,1.064,12,1,2,44900,43400,180,0.872,0.792,1,0,0.913,Late,0,0.0099,Low
5027998,127998,2025-06-16,Eldoret,Kisumu,50,Salaried,96400,3,187900,Agriculture,564300,6,113600,10100,1.283,3.003,3,1,1,105600,90100,26,0.904,0.839,9,0,1.008,Late,0,0.1013,Moderate
5008219,108219,2025-06-16,Nyeri,Other,28,Salaried,50800,9,217200,Agriculture,226800,6,43900,15500,1.169,1.044,9,0,0,67000,59700,77,0.936,1.0,1,0,0.852,Late,0,0.021,Low
5046692,146692,2025-06-16,Nairobi CBD,Nairobi,46,Farmer,28300,1,50500,Business,146500,24,6700,5800,0.442,2.901,5,0,0,32700,31600,10,0.926,0.712,9,0,0.957,Late,0,0.0575,Low
5019194,119194,2025-06-16,Nyeri,Nairobi,43,Salaried,46800,1,136500,Business,217000,36,7200,4600,0.252,1.59,4,0,2,59700,43000,10,0.788,0.693,6,2,0.992,Late,0,0.0877,Low
5018059,118059,2025-06-16,Westlands,Meru,36,Self-Employed,150500,7,185300,Development,561700,24,24700,17900,0.283,3.031,6,0,0,186700,139400,81,1.0,0.892,0,1,0.838,Current,0,0.0267,Low
5023863,123863,2025-06-16,Westlands,Nairobi,26,Business Owner,29400,5,23100,Development,170600,24,8500,3000,0.391,7.385,9,1,0,32600,27300,40,0.84,0.785,7,0,0.904,Late,0,0.2158,Moderate
5029158,129158,2025-06-16,Nairobi CBD,Nairobi,44,Farmer,22900,2,42200,Business,93800,6,16900,7900,1.083,2.223,4,0,1,26900,21300,23,0.68,0.65,6,1,0.849,Current,0,0.0805,Low
5001376,101376,2025-06-16,Meru,Machakos,35,Casual,16700,10,33900,Business,30900,24,1500,1000,0.15,0.912,15,0,2,18800,14800,82,0.65,0.27,1,0,0.966,Late,0,0.0191,Low
5013602,113602,2025-06-16,Embu,Kisumu,40,Salaried,48900,1,48500,Agriculture,154500,6,27900,10800,0.791,3.186,2,0,1,47000,43000,11,0.7,0.74,10,1,0.958,Current,0,0.0772,Low
5020304,120304,2025-06-16,Nyeri,Other,39,Salaried,105100,4,531600,School Fees,269200,3,98500,12000,1.051,0.506,6,0,0,125100,95600,45,0.52,0.595,2,1,0.978,Late,0,0.0164,Low
5012904,112904,2025-06-16,Westlands,Other,31,Casual,28500,2,43600,Development,105800,36,3300,4500,0.274,2.427,5,0,2,32900,23500,19,0.647,0.672,5,2,0.86,Late,0,0.0643,Low
5046318,146318,2025-06-16,Nakuru,Kiambu,34,Salaried,108300,6,431600,Business,697700,24,33300,4000,0.344,1.617,8,0,3,130600,117300,66,0.875,0.814,2,2,0.898,Late,0,0.0255,Low
5040062,140062,2025-06-16,Eldoret,Other,36,Business Owner,41300,5,169200,Asset Finance,206100,36,6900,11300,0.441,1.218,9,1,1,40600,33400,42,0.877,0.88,3,0,0.902,Late,0,0.0186,Low
5011967,111967,2025-06-16,Thika,Nairobi,32,Casual,30800,16,85900,Emergency,178600,12,17700,10300,0.909,2.079,17,1,2,38300,30900,172,0.774,0.853,4,1,0.926,Late,0,0.0087,Low
5032677,132677,2025-06-16,Kisumu,Nairobi,30,Salaried,78700,7,188400,Agriculture,405400,12,40800,8700,0.629,2.152,10,1,1,86100,77000,67,0.669,0.585,12,1,0.953,Late,0,0.0798,Low
5039363,139363,2025-06-16,Westlands,Nairobi,45,Salaried,37100,11,12300,Asset Finance,199700,60,3900,10500,0.388,16.236,14,0,0,35100,26400,126,0.835,0.933,7,0,0.887,Late,0,0.5535,Very High
5031018,131018,2025-06-16,Kisumu,Other,60,Self-Employed,34300,4,121000,Business,160300,24,8000,10900,0.551,1.325,7,1,1,39300,36500,36,0.749,0.802,12,0,0.95,Late,0,0.0618,Low
5008536,108536,2025-06-16,Thika,Nyeri,30,Salaried,32100,10,138500,Agriculture,134200,18,8700,10500,0.598,0.969,19,0,1,32000,28300,85,0.858,0.726,6,0,0.859,Current,0,0.0097,Low
5009857,109857,2025-06-16,Eldoret,Uasin Gishu,31,Salaried,48600,7,196800,Development,302500,24,14300,5600,0.409,1.537,17,0,2,48200,45100,71,0.97,0.509,0,1,0.879,Current,0,0.0225,Low
5005706,105706,2025-06-16,Nairobi CBD,Nakuru,40,Salaried,71800,3,60300,Business,382900,24,19100,22600,0.581,6.35,6,1,1,76900,55400,36,0.878,0.75,6,0,0.881,Current,0,0.3854,High
5046506,146506,2025-06-16,Meru,Meru,44,Salaried,38300,10,173800,Business,282700,12,26400,8000,0.898,1.627,16,0,0,48400,38300,119,0.778,0.767,9,0,0.992,Late,0,0.0204,Low
5006529,106529,2025-06-16,Nakuru,Nakuru,33,Self-Employed,53600,5,179800,School Fees,151000,6,29400,11600,0.765,0.84,6,0,0,64400,62800,51,0.671,0.456,1,2,0.953,Late,0,0.0503,Low
5021757,121757,2025-06-16,Embu,Mombasa,37,Casual,49600,11,164800,Asset Finance,322200,48,7400,12100,0.393,1.955,15,0,1,48300,44400,120,0.825,0.301,2,0,0.933,Late,0,0.009,Low
5041266,141266,2025-06-16,Nairobi CBD,Nairobi,34,Self-Employed,68700,15,344600,Emergency,452400,12,44800,2400,0.687,1.313,16,1,0,77200,66000,126,0.9,1.0,3,0,0.836,Current,0,0.0057,Low
5001622,101622,2025-06-16,Embu,Uasin Gishu,33,Salaried,83900,6,201100,Development,202600,36,6700,10600,0.206,1.007,11,0,0,91500,82700,64,0.889,0.854,7,0,0.882,Late,0,0.006,Low
5039792,139792,2025-06-16,Embu,Kisumu,35,Salaried,50600,5,227400,Development,200100,24,9700,5700,0.304,0.88,6,0,0,65200,63800,54,0.901,0.802,23,0,0.847,Late,0,0.0174,Low
5024067,124067,2025-06-16,Mombasa,Nakuru,47,Salaried,52500,5,56700,Development,132800,24,5800,16200,0.419,2.342,10,0,2,69300,61700,43,0.822,0.503,0,3,0.821,Current,0,0.027,Low
5023868,123868,2025-06-16,Nyeri,Mombasa,36,Self-Employed,52900,5,88600,Development,271000,12,24400,12100,0.69,3.059,4,0,0,54300,42800,49,0.707,0.665,3,0,0.929,Late,0,0.0416,Low
5004191,104191,2025-06-16,Embu,Kiambu,43,Business Owner,111100,7,65800,Development,286500,12,28600,31300,0.539,4.354,11,0,0,122400,116200,83,0.785,0.988,25,0,0.968,Late,0,0.0669,Low
5049458,149458,2025-06-16,Nakuru,Meru,33,Business Owner,100300,9,276700,Asset Finance,291800,36,9400,34300,0.436,1.055,17,1,0,126000,100900,82,0.917,0.793,1,0,0.976,Late,0,0.0125,Low
5016289,116289,2025-06-16,Kisumu,Embu,38,Salaried,100300,0,157300,Agriculture,485800,18,29000,16400,0.453,3.088,3,0,0,101900,80300,3,0.828,0.86,4,0,0.987,Current,0,0.0676,Low
5004291,104291,2025-06-16,Westlands,Meru,47,Self-Employed,56000,2,213100,Agriculture,432000,6,78900,18100,1.732,2.027,6,0,1,49900,40900,17,0.847,0.89,4,0,0.998,Late,0,0.1031,Moderate
5012996,112996,2025-06-16,Eldoret,Meru,21,Farmer,39600,4,81100,School Fees,127200,3,51000,1100,1.316,1.568,7,0,1,35800,27400,45,0.842,0.924,0,0,1.014,Current,0,0.0363,Low
5002114,102114,2025-06-16,Nakuru,Nairobi,40,Farmer,65700,9,298400,School Fees,464400,12,45100,8700,0.819,1.556,11,0,3,63600,60900,101,0.891,0.662,3,1,0.903,Late,0,0.0297,Low
5040433,140433,2025-06-16,Thika,Nakuru,21,Self-Employed,85300,2,75700,Agriculture,435300,18,26900,13000,0.468,5.75,7,1,1,105100,75000,19,0.835,0.891,67,3,0.559,Severely Delinquent,1,0.3001,High
5016130,116130,2025-06-16,Nairobi CBD,Nairobi,34,Self-Employed,65200,3,271000,Development,267700,24,12200,6400,0.285,0.988,3,0,1,73000,62300,32,0.993,0.928,2,1,0.886,Late,0,0.0288,Low
5004308,104308,2025-06-16,Westlands,Nairobi,47,Business Owner,64700,2,289300,Emergency,384300,12,35900,3700,0.612,1.328,2,0,1,82000,59000,21,0.686,0.832,7,0,0.891,Late,0,0.0789,Low
5006122,106122,2025-06-16,Mombasa,Kiambu,41,Salaried,34200,2,68800,Agriculture,82300,6,15200,9800,0.731,1.196,2,0,0,33600,26300,22,0.889,0.834,3,0,1.009,Late,0,0.0536,Low
5020564,120564,2025-06-16,Westlands,Nairobi,48,Casual,26600,3,128100,Business,148300,36,4300,6000,0.387,1.158,8,1,1,28400,24100,31,0.799,0.354,11,0,0.987,Late,0,0.0957,Low
5045738,145738,2025-06-16,Nairobi CBD,Nairobi,25,Salaried,29000,10,21400,Business,122100,24,5500,1300,0.234,5.706,20,0,1,38900,26700,109,1.0,0.952,11,0,0.906,Current,0,0.0145,Low
5005580,105580,2025-06-16,Mombasa,Nyeri,47,Self-Employed,32400,2,92800,Agriculture,255300,6,48300,2800,1.577,2.751,5,0,1,33700,31600,22,1.0,0.732,81,4,0.708,Defaulted,1,0.1624,Moderate
5045754,145754,2025-06-16,Nakuru,Uasin Gishu,37,Self-Employed,32500,0,26700,Development,223300,36,6500,6500,0.4,8.363,3,0,0,29400,27400,3,0.896,0.865,1,0,0.849,Late,0,0.4073,High
5011073,111073,2025-06-16,Westlands,Kiambu,41,Self-Employed,39300,7,67300,Agriculture,176500,12,17100,5100,0.565,2.623,9,0,3,36300,34800,62,0.768,0.635,3,0,0.925,Late,0,0.0129,Low
5006899,106899,2025-06-16,Mombasa,Nairobi,48,Salaried,68200,3,311200,School Fees,430500,12,41700,21100,0.921,1.383,3,0,0,88100,60600,28,0.729,0.86,6,0,0.899,Late,0,0.0539,Low
5024690,124690,2025-06-16,Kisumu,Machakos,32,Casual,17700,2,75800,Business,117800,6,21900,4400,1.486,1.554,6,0,1,20600,14700,19,0.873,0.503,6,1,0.875,Late,0,0.1201,Moderate
5034635,134635,2025-06-16,Thika,Nairobi,33,Business Owner,94800,5,521100,Development,940200,36,29700,8900,0.407,1.804,5,0,0,117300,97300,53,0.653,0.939,7,2,0.855,Current,0,0.0357,Low
5042135,142135,2025-06-16,Meru,Embu,45,Business Owner,78700,2,187900,Agriculture,349400,12,32100,20100,0.663,1.859,3,0,0,86200,57000,22,0.888,0.829,10,0,0.836,Late,0,0.0762,Low
5039793,139793,2025-06-16,Nairobi CBD,Nairobi,22,Salaried,63600,6,307100,Agriculture,662300,6,125400,12400,2.167,2.157,7,0,2,57900,42900,67,0.778,0.578,4,0,0.936,Late,0,0.1856,Moderate
5031926,131926,2025-06-17,Nyeri,Mombasa,37,Self-Employed,81000,7,121000,School Fees,617700,12,60300,10000,0.868,5.105,9,0,1,90900,79100,61,0.896,0.91,6,1,0.922,Current,0,0.1255,Moderate
5049522,149522,2025-06-17,Kisumu,Meru,40,Salaried,36900,5,80800,Emergency,166100,6,30700,5600,0.984,2.056,6,0,0,42200,32200,48,0.776,1.0,1,0,0.997,Current,0,0.0584,Low
5028249,128249,2025-06-17,Meru,Kakamega,21,Self-Employed,51300,7,262500,Business,160300,24,8000,1100,0.177,0.611,9,0,0,59100,49300,57,0.772,0.654,6,0,0.854,Current,0,0.0095,Low
5012692,112692,2025-06-17,Thika,Nyeri,22,Business Owner,101300,6,307900,School Fees,726600,3,279400,19200,2.5,2.36,8,0,0,96100,86400,62,0.802,0.672,12,0,0.9,Late,0,0.2488,Moderate
5006052,106052,2025-06-17,Embu,Kakamega,41,Farmer,57400,4,152000,Emergency,94800,6,18800,6500,0.441,0.624,6,1,0,69300,47400,46,0.851,1.0,1,1,0.924,Late,0,0.0298,Low
5020456,120456,2025-06-17,Embu,Nairobi,41,Business Owner,95300,5,384200,Emergency,513600,12,51300,22700,0.776,1.337,7,0,0,124000,106400,58,0.643,0.694,3,0,1.014,Late,0,0.0216,Low
5021181,121181,2025-06-17,Embu,Nairobi,40,Salaried,72500,8,275100,School Fees,339000,6,66300,16200,1.138,1.232,16,1,1,79000,64500,66,0.722,0.874,3,0,0.88,Late,0,0.0569,Low
5021678,121678,2025-06-17,Eldoret,Kiambu,40,Self-Employed,43900,2,194400,Development,223200,36,6500,3700,0.232,1.148,4,0,2,40100,28700,18,0.973,0.765,2,0,0.953,Late,0,0.0338,Low
5046368,146368,2025-06-17,Meru,Mombasa,46,Casual,26600,3,167000,Development,218500,36,7100,2300,0.353,1.308,3,0,1,35700,33100,24,1.0,0.754,3,0,0.847,Current,0,0.0606,Low
5045528,145528,2025-06-17,Westlands,Meru,35,Salaried,49800,5,105600,School Fees,154200,12,14900,14400,0.588,1.46,5,1,3,52300,43800,53,1.0,0.531,4,1,0.833,Late,0,0.0549,Low
5016275,116275,2025-06-17,Mombasa,Nairobi,40,Business Owner,81800,3,107100,Asset Finance,410200,60,8100,16900,0.306,3.83,4,1,1,84600,65400,28,1.0,0.933,5,0,0.956,Late,0,0.0964,Low
5009888,109888,2025-06-17,Nakuru,Other,36,Casual,15400,7,30000,Business,49800,12,5000,3000,0.519,1.66,9,0,0,18000,14200,80,0.653,0.25,2,3,0.901,Late,0,0.0477,Low
5024812,124812,2025-06-17,Eldoret,Meru,39,Self-Employed,82900,15,435700,Business,356600,12,32500,12300,0.54,0.818,17,0,0,94800,68900,126,1.0,0.615,14,0,0.928,Late,0,0.0026,Low
5048624,148624,2025-06-17,Westlands,Nakuru,37,Business Owner,96800,3,268500,Asset Finance,437100,48,10900,18700,0.306,1.628,10,0,0,90800,74700,26,0.772,0.64,3,1,0.986,Current,0,0.052,Low
5030819,130819,2025-06-17,Nyeri,Kiambu,48,Business Owner,61100,7,155300,School Fees,342800,3,131600,10600,2.327,2.207,12,0,0,62700,48100,70,0.945,0.698,41,5,0.767,Severely Delinquent,1,0.058,Low
5019188,119188,2025-06-17,Embu,Nakuru,21,Self-Employed,56500,4,37700,Development,89400,36,2800,11300,0.25,2.371,2,0,0,59200,41800,45,0.589,0.581,9,0,0.934,Current,0,0.0632,Low
5044004,144004,2025-06-17,Mombasa,Other,31,Casual,16900,6,68400,Emergency,125600,3,45600,600,2.5,1.836,3,1,0,21000,18900,53,0.647,0.703,3,0,0.92,Current,0,0.1841,Moderate
5027424,127424,2025-06-17,Westlands,Nyeri,35,Self-Employed,80700,4,364000,Asset Finance,272900,36,9200,22500,0.393,0.75,4,0,3,98100,66300,46,1.0,0.585,2,0,1.004,Late,0,0.0205,Low
5017706,117706,2025-06-17,Embu,Nairobi,49,Farmer,61600,6,126900,Asset Finance,299200,24,14000,14400,0.461,2.358,8,0,1,64700,46200,57,0.623,0.906,4,1,0.987,Late,0,0.057,Low
5010395,110395,2025-06-17,Nairobi CBD,Nairobi,35,Salaried,106700,8,491200,Asset Finance,504400,24,24700,33400,0.545,1.027,9,0,1,116700,78500,71,0.568,0.895,7,0,0.902,Late,0,0.0162,Low
5035691,135691,2025-06-17,Nairobi CBD,Other,31,Self-Employed,51900,7,273100,Business,280000,24,12400,17900,0.584,1.025,7,1,3,52600,45100,69,0.719,0.575,5,0,0.972,Late,0,0.0651,Low
5021814,121814,2025-06-17,Meru,Nakuru,35,Salaried,80400,2,284400,Emergency,754200,12,67200,17100,1.049,2.652,0,0,0,82800,61500,22,0.838,0.748,6,0,0.826,Current,0,0.1432,Moderate
5002169,102169,2025-06-17,Eldoret,Nairobi,27,Business Owner,180400,1,802700,School Fees,1000000,6,187700,48400,1.309,1.246,4,0,0,236900,230400,8,0.808,0.643,1,0,0.884,Late,0,0.0446,Low
5018837,118837,2025-06-17,Kisumu,Meru,47,Salaried,63200,7,218900,School Fees,303400,6,58300,19600,1.233,1.386,10,0,1,61500,47800,59,0.838,0.533,3,1,0.972,Late,0,0.0769,Low
5021109,121109,2025-06-17,Nakuru,Nyeri,34,Salaried,82800,0,82100,School Fees,384900,3,151100,23400,2.107,4.688,2,0,0,103700,96400,3,0.856,0.664,8,1,0.886,Current,0,0.5679,Very High
5039477,139477,2025-06-17,Meru,Kiambu,29,Salaried,57600,4,87000,Business,207900,12,19200,10200,0.51,2.39,6,0,2,67500,56100,42,0.85,0.591,4,2,0.979,Late,0,0.0425,Low
5006513,106513,2025-06-17,Thika,Kakamega,34,Casual,31400,3,116500,Asset Finance,116800,48,2900,10200,0.417,1.003,3,0,2,28800,20800,33,0.742,0.38,0,0,0.975,Current,0,0.0248,Low
5001674,101674,2025-06-17,Mombasa,Kakamega,26,Casual,24400,3,94600,Business,104400,12,9200,5100,0.586,1.104,4,0,2,26400,24400,36,1.0,0.866,9,2,0.974,Late,0,0.0243,Low
5031956,131956,2025-06-17,Westlands,Nakuru,37,Self-Employed,37200,10,119500,School Fees,125200,12,11200,5000,0.435,1.048,10,0,6,35600,28100,115,0.864,0.775,1,0,0.91,Current,0,0.0236,Low
5034774,134774,2025-06-17,Thika,Nairobi,42,Self-Employed,43000,3,81800,Asset Finance,136900,48,3300,8300,0.27,1.674,9,0,0,44800,37400,25,0.822,0.514,18,0,0.842,Late,0,0.0453,Low
5028538,128538,2025-06-17,Embu,Nakuru,32,Business Owner,89000,9,375800,Development,416900,12,38500,6700,0.508,1.109,15,0,4,102100,97500,101,0.672,0.703,5,0,0.925,Current,0,0.0151,Low
5033185,133185,2025-06-17,Meru,Nairobi,42,Salaried,47900,5,120200,Asset Finance,337100,48,7700,8500,0.338,2.804,9,0,0,64600,47500,50,0.729,0.59,6,2,0.973,Current,0,0.0437,Low
5038817,138817,2025-06-17,Mombasa,Nairobi,27,Business Owner,75100,3,35600,Asset Finance,372500,36,11400,10300,0.289,10.463,4,0,2,70700,51100,34,0.903,0.514,4,0,0.952,Current,0,0.6543,Very High
5032070,132070,2025-06-17,Meru,Kakamega,24,Business Owner,103500,3,531900,School Fees,754900,6,135300,25900,1.557,1.419,4,0,0,121800,95700,25,0.915,0.913,14,2,0.9,Late,0,0.1493,Moderate
5026025,126025,2025-06-17,Thika,Machakos,28,Salaried,77300,2,285400,Agriculture,622200,18,37200,15400,0.68,2.18,3,0,0,98700,96200,19,0.847,0.604,4,0,0.979,Current,0,0.0738,Low
5046072,146072,2025-06-17,Westlands,Mombasa,31,Salaried,66300,6,150500,Development,194100,12,17900,22400,0.608,1.29,6,0,1,86300,77400,59,0.813,0.783,9,1,0.989,Late,0,0.0225,Low
5004948,104948,2025-06-17,Eldoret,Mombasa,59,Business Owner,76200,5,127600,Agriculture,204900,12,19500,23000,0.558,1.606,10,0,2,83800,69300,56,0.927,0.747,2,0,0.846,Late,0,0.0108,Low
5007346,107346,2025-06-17,Nyeri,Nakuru,38,Salaried,77200,4,401600,Development,488700,36,15600,5600,0.275,1.217,0,0,0,85200,58100,34,0.87,0.941,5,0,0.842,Late,0,0.0369,Low
5029210,129210,2025-06-17,Westlands,Uasin Gishu,52,Salaried,107500,3,287200,Emergency,590600,3,213700,11500,2.095,2.056,6,0,0,126700,116000,31,0.713,0.609,75,2,0.417,Defaulted,1,0.2837,High
5021436,121436,2025-06-17,Kisumu,Embu,42,Salaried,141500,13,231200,Development,963200,12,88600,42500,0.927,4.166,11,0,3,177600,171100,152,0.809,0.649,59,2,0.663,Severely Delinquent,1,0.2271,Moderate
5013247,113247,2025-06-17,Nairobi CBD,Mombasa,31,Salaried,53300,8,187000,Business,348100,6,62500,17100,1.493,1.861,8,2,1,47600,40900,80,0.655,0.606,3,0,0.993,Current,0,0.0908,Low
5004305,104305,2025-06-17,Nakuru,Kiambu,42,Casual,36900,8,147200,Agriculture,106500,12,10300,12600,0.621,0.724,13,0,0,35600,29500,89,0.77,0.739,11,0,0.872,Late,0,0.0259,Low
5027818,127818,2025-06-17,Nakuru,Other,36,Salaried,57500,6,1000,Business,129800,12,13000,3200,0.282,129.8,3,0,0,59200,39100,47,0.96,0.761,32,4,0.635,Severely Delinquent,1,1.0,Very High
5027164,127164,2025-06-17,Mombasa,Nairobi,40,Salaried,40100,4,106000,Business,253900,6,44300,1800,1.15,2.395,4,0,0,36800,28200,48,0.796,0.921,5,0,1.009,Late,0,0.0736,Low
5029293,129293,2025-06-17,Meru,Kisumu,41,Casual,40600,8,135100,Business,194400,24,9000,5100,0.347,1.439,9,0,0,52300,49900,64,0.833,0.91,2,0,0.917,Late,0,0.019,Low
5000135,100135,2025-06-17,Thika,Nairobi,47,Farmer,41600,5,36300,Agriculture,182100,18,12000,2700,0.353,5.017,4,0,1,43700,34000,56,1.0,0.958,4,1,0.961,Current,0,0.0652,Low
5024999,124999,2025-06-17,Nairobi CBD,Other,39,Business Owner,51100,3,77500,Asset Finance,97100,48,2200,7100,0.182,1.253,2,0,0,54500,47200,24,0.848,0.755,11,1,0.95,Late,0,0.026,Low
5017922,117922,2025-06-17,Nakuru,Nairobi,33,Farmer,77000,3,17800,Development,464000,12,46400,26100,0.942,26.067,3,1,1,93100,78900,33,0.792,0.935,66,1,0.509,Defaulted,1,0.9983,Very High
5034053,134053,2025-06-17,Meru,Uasin Gishu,33,Self-Employed,41100,6,29700,Agriculture,134100,18,8100,11100,0.467,4.515,8,1,2,52100,44600,64,0.9,0.842,4,1,0.973,Late,0,0.0874,Low
5000138,100138,2025-06-17,Embu,Nairobi,51,Business Owner,71300,2,124500,Asset Finance,361500,24,17100,21600,0.543,2.904,4,1,4,82500,56600,20,0.758,0.725,48,3,0.464,Defaulted,1,0.1843,Moderate
5021357,121357,2025-06-17,Embu,Nairobi,37,Business Owner,111600,1,199300,Emergency,489900,6,89200,38900,1.148,2.458,2,0,1,116600,103100,8,0.798,0.771,5,2,0.883,Current,0,0.1488,Moderate
5027855,127855,2025-06-17,Kisumu,Machakos,36,Farmer,58200,2,121400,Emergency,260400,12,26300,13500,0.684,2.145,1,0,0,76900,51300,21,0.974,0.749,10,0,0.977,Current,0,0.0279,Low
5021310,121310,2025-06-17,Nakuru,Kiambu,27,Casual,35700,11,40700,Development,172800,24,8300,5800,0.395,4.246,11,0,1,40200,27400,103,1.0,0.62,2,0,0.928,Late,0,0.0498,Low
5044630,144630,2025-06-17,Nakuru,Nairobi,45,Self-Employed,65600,3,129900,Business,373900,36,11900,19600,0.48,2.878,3,0,3,59600,39400,28,0.713,0.71,1,0,0.933,Current,0,0.0555,Low
