loan_id,borrower_id,application_date,branch,county,age,employment_type,monthly_income_kes,membership_years,savings_balance_kes,loan_product,loan_amount_kes,loan_term_months,monthly_repayment_kes,other_monthly_debt_kes,debt_to_income_ratio,loan_to_savings_ratio,previous_loans,previous_defaults,previous_late_payments,avg_monthly_inflows_kes,avg_monthly_outflows_kes,mobile_money_active_months,utility_payment_consistency,income_consistency_score,days_overdue,late_payment_count_current,repayment_ratio,loan_status,default,generated_default_probability,risk_category,loan_to_income_ratio,total_debt_service_ratio,monthly_cash_flow,cash_flow_to_income_ratio,repayment_to_income_ratio,savings_to_income_ratio,repayment_ratio_group,debt_service_group,savings_ratio_group,default_probability,risk_score,risk_band
5018931,118931,2025-09-18,Meru,Other,28,Self-Employed,50300,2,236400,Development,388500,36,11600,9400,0.18687872763419483,1.643,2,1,2,46700,37800,20,0.834,0.587,8,0,0.954,Late,0,0.1085,Moderate,7.723658051689861,0.41749502982107356,8900,0.17693836978131214,0.23061630218687873,4.699801192842942,0-30%,30-50%,300%+,0.075126421226917,7.5126421226917,Low Risk
5032298,132298,2025-09-18,Nyeri,Nairobi,43,Self-Employed,53100,3,285800,Development,296000,12,28400,12900,0.24293785310734464,1.036,6,0,0,67300,58900,23,0.895,0.723,13,1,0.916,Current,0,0.0245,Low,5.574387947269304,0.7777777777777778,8400,0.15819209039548024,0.5348399246704332,5.382297551789077,50-70%,70-100%,300%+,0.04475789965073867,4.475789965073867,Low Risk
5017581,117581,2025-09-18,Nakuru,Machakos,41,Self-Employed,47700,12,59500,Business,208600,6,36900,4600,0.09643605870020965,3.506,20,0,1,43300,28800,112,0.774,0.902,20,0,1.018,Current,0,0.0531,Low,4.373165618448637,0.870020964360587,14500,0.3039832285115304,0.7735849056603774,1.2473794549266248,70-100%,70-100%,100-200%,0.04747690004594172,4.747690004594172,Low Risk
5012359,112359,2025-09-18,Kisumu,Nakuru,45,Salaried,38800,8,105100,Emergency,139400,6,25900,8300,0.21391752577319587,1.326,12,1,0,43600,30200,92,0.74,0.67,0,0,0.984,Current,0,0.0499,Low,3.5927835051546393,0.8814432989690721,13400,0.34536082474226804,0.6675257731958762,2.7087628865979383,50-70%,70-100%,200-300%,0.033919313775179795,3.3919313775179796,Low Risk
5031808,131808,2025-09-18,Eldoret,Nairobi,27,Farmer,26700,4,132200,Development,142300,12,12500,9100,0.3408239700374532,1.076,4,0,0,34900,25000,31,0.748,0.499,2,1,0.847,Late,0,0.0409,Low,5.329588014981273,0.8089887640449438,9900,0.3707865168539326,0.4681647940074906,4.951310861423221,30-50%,70-100%,300%+,0.05018498287514633,5.018498287514634,Low Risk
5042853,142853,2025-09-18,Nakuru,Kakamega,26,Salaried,30400,13,84700,Emergency,206400,3,76600,2200,0.07236842105263158,2.437,13,1,3,26300,25000,138,1.0,0.882,3,1,1.018,Late,0,0.1239,Moderate,6.7894736842105265,2.5921052631578947,1300,0.04276315789473684,2.5197368421052633,2.786184210526316,100%+,100%+,200-300%,0.14474654337601617,14.474654337601617,Moderate Risk
5027957,127957,2025-09-18,Eldoret,Nyeri,46,Self-Employed,69600,4,325400,Emergency,386600,6,74200,9400,0.13505747126436782,1.188,6,0,1,86300,71800,34,0.615,0.684,7,0,0.83,Current,0,0.0752,Low,5.554597701149425,1.2011494252873562,14500,0.20833333333333334,1.0660919540229885,4.675287356321839,100%+,100%+,300%+,0.06846764557954241,6.84676455795424,Low Risk
5012891,112891,2025-09-19,Nairobi CBD,Kiambu,42,Business Owner,46500,3,233800,Asset Finance,197700,24,8600,11500,0.24731182795698925,0.846,2,0,3,41800,32500,29,0.599,0.918,4,0,0.888,Late,0,0.0185,Low,4.251612903225807,0.432258064516129,9300,0.2,0.18494623655913978,5.027956989247312,0-30%,30-50%,300%+,0.028989186730642623,2.898918673064262,Low Risk
5039152,139152,2025-09-19,Eldoret,Nairobi,52,Self-Employed,120200,5,327700,Business,824400,24,40500,4900,0.04076539101497504,2.516,6,0,0,147000,127500,51,1.0,0.734,4,1,0.895,Current,0,0.0849,Low,6.858569051580699,0.3777038269550749,19500,0.1622296173044925,0.3369384359400998,2.7262895174708817,30-50%,30-50%,200-300%,0.06555292406854588,6.555292406854588,Low Risk
5041602,141602,2025-09-19,Mombasa,Nairobi,41,Salaried,112800,0,139300,Asset Finance,348600,60,6200,35400,0.31382978723404253,2.503,0,0,0,115300,88600,3,0.792,0.706,1,1,0.936,Late,0,0.0492,Low,3.0904255319148937,0.36879432624113473,26700,0.23670212765957446,0.0549645390070922,1.2349290780141844,0-30%,30-50%,100-200%,0.0664104285522073,6.64104285522073,Low Risk
5010277,110277,2025-09-19,Eldoret,Kiambu,52,Business Owner,70800,3,42500,Agriculture,261600,12,25100,13400,0.18926553672316385,6.155,4,0,1,94000,91400,30,0.635,0.806,56,5,0.737,Defaulted,1,0.347,High,3.694915254237288,0.5437853107344632,2600,0.03672316384180791,0.3545197740112994,0.6002824858757062,30-50%,50-70%,0-100%,0.15143750081506352,15.143750081506353,Moderate Risk
5008126,108126,2025-09-19,Nakuru,Mombasa,43,Salaried,61800,5,181800,Development,252700,24,12600,5400,0.08737864077669903,1.39,9,0,1,65200,61100,60,0.865,0.795,4,0,0.855,Current,0,0.0236,Low,4.088996763754046,0.2912621359223301,4100,0.06634304207119741,0.20388349514563106,2.941747572815534,0-30%,0-30%,200-300%,0.026036471626788668,2.603647162678867,Low Risk
5008302,108302,2025-09-19,Nyeri,Kiambu,25,Salaried,84200,11,209300,Development,331700,36,10800,6900,0.08194774346793349,1.585,10,0,0,93500,85400,96,0.801,0.735,1,0,0.912,Late,0,0.0056,Low,3.9394299287410925,0.21021377672209027,8100,0.09619952494061758,0.12826603325415678,2.485748218527316,0-30%,0-30%,200-300%,0.01396630622591385,1.396630622591385,Low Risk
5000501,100501,2025-09-19,Nairobi CBD,Other,23,Business Owner,133300,12,465000,Asset Finance,1000000,36,33500,18800,0.14103525881470366,2.151,22,1,1,157700,143400,101,0.747,0.699,2,0,0.822,Late,0,0.0311,Low,7.501875468867217,0.39234808702175544,14300,0.1072768192048012,0.25131282820705175,3.488372093023256,0-30%,30-50%,300%+,0.03697276939185234,3.6972769391852336,Low Risk
5002715,102715,2025-09-19,Kisumu,Kiambu,36,Salaried,40500,1,41900,Business,195700,24,8500,4700,0.11604938271604938,4.671,0,0,0,50300,33800,11,0.684,0.498,2,0,0.861,Current,0,0.0722,Low,4.832098765432098,0.32592592592592595,16500,0.4074074074074074,0.20987654320987653,1.0345679012345679,0-30%,30-50%,100-200%,0.13569619097305163,13.569619097305164,Moderate Risk
5045519,145519,2025-09-19,Westlands,Nyeri,45,Salaried,52800,6,268800,Development,522800,12,51100,13800,0.26136363636363635,1.945,9,0,0,52300,43700,47,1.0,0.768,7,0,0.861,Current,0,0.0604,Low,9.901515151515152,1.2291666666666667,8600,0.16287878787878787,0.9678030303030303,5.090909090909091,70-100%,100%+,300%+,0.04659121190321758,4.659121190321757,Low Risk
5007688,107688,2025-09-19,Westlands,Nakuru,58,Salaried,63300,2,264900,Business,449000,36,14000,6400,0.10110584518167456,1.695,2,0,0,64100,45200,18,0.741,0.917,6,0,0.828,Late,0,0.0379,Low,7.093206951026856,0.3222748815165877,18900,0.2985781990521327,0.2211690363349131,4.184834123222749,0-30%,30-50%,300%+,0.04502309218806817,4.5023092188068174,Low Risk
5035005,135005,2025-09-19,Mombasa,Nakuru,21,Business Owner,69500,9,307500,Business,363400,36,11200,13700,0.1971223021582734,1.182,13,0,0,72500,55200,79,1.0,0.899,11,1,0.93,Late,0,0.0095,Low,5.228776978417266,0.35827338129496406,17300,0.2489208633093525,0.16115107913669063,4.424460431654676,0-30%,30-50%,300%+,0.014287748708808072,1.4287748708808072,Low Risk
5034680,134680,2025-09-19,Meru,Nakuru,36,Self-Employed,45400,3,97500,Business,150300,24,7300,5000,0.11013215859030837,1.542,9,0,0,45800,36700,29,0.69,0.853,1,1,0.868,Late,0,0.0441,Low,3.3105726872246697,0.2709251101321586,9100,0.20044052863436124,0.16079295154185022,2.147577092511013,0-30%,0-30%,200-300%,0.03261915091354433,3.261915091354433,Low Risk
5032296,132296,2025-09-19,Embu,Nairobi,60,Self-Employed,76800,8,229500,Development,286000,12,27800,14600,0.19010416666666666,1.246,17,1,2,76800,51300,81,0.723,0.815,8,0,1.006,Current,0,0.0426,Low,3.7239583333333335,0.5520833333333334,25500,0.33203125,0.3619791666666667,2.98828125,30-50%,50-70%,200-300%,0.02617636017319798,2.617636017319798,Low Risk
5024013,124013,2025-09-19,Kisumu,Mombasa,38,Salaried,107900,3,208300,Development,570200,24,28900,23600,0.21872103799814643,2.737,3,0,0,131900,125000,36,1.0,0.869,6,0,1.007,Current,0,0.0589,Low,5.2845227062094535,0.4865616311399444,6900,0.0639481000926784,0.267840593141798,1.9304911955514366,0-30%,30-50%,100-200%,0.06258198887720091,6.258198887720091,Low Risk
5010770,110770,2025-09-19,Eldoret,Mombasa,44,Self-Employed,62100,3,146800,School Fees,389000,6,68400,9300,0.1497584541062802,2.65,7,0,2,68000,59800,28,0.858,0.883,16,0,0.992,Current,0,0.0322,Low,6.264090177133656,1.251207729468599,8200,0.1320450885668277,1.1014492753623188,2.363929146537842,100%+,100%+,200-300%,0.11498158960006914,11.498158960006915,Moderate Risk
5013197,113197,2025-09-19,Embu,Meru,35,Farmer,45500,8,224700,Asset Finance,362800,48,8200,2000,0.04395604395604396,1.615,10,0,0,58400,45300,77,0.791,0.793,5,0,0.86,Late,0,0.0213,Low,7.973626373626374,0.22417582417582418,13100,0.2879120879120879,0.18021978021978022,4.938461538461539,0-30%,0-30%,300%+,0.021857816653328675,2.1857816653328674,Low Risk
5038171,138171,2025-09-19,Embu,Nakuru,43,Salaried,77900,3,257300,Asset Finance,553100,24,27500,8900,0.11424903722721438,2.15,7,1,2,78500,74800,25,0.737,1.0,12,0,1.015,Late,0,0.1457,Moderate,7.100128369704749,0.4672657252888318,3700,0.04749679075738126,0.35301668806161746,3.3029525032092426,30-50%,30-50%,300%+,0.08658073339382195,8.658073339382195,Low Risk
5023973,123973,2025-09-19,Meru,Nairobi,21,Salaried,126400,5,549300,Business,638400,24,28100,11500,0.09098101265822785,1.162,5,0,0,146400,135200,47,0.99,0.866,8,0,0.94,Current,0,0.0176,Low,5.050632911392405,0.31329113924050633,11200,0.08860759493670886,0.22231012658227847,4.345727848101266,0-30%,30-50%,300%+,0.02249515819809843,2.2495158198098433,Low Risk
5031598,131598,2025-09-19,Thika,Mombasa,31,Salaried,41000,6,165100,Emergency,96100,6,17600,9800,0.23902439024390243,0.582,6,0,2,46200,36200,53,1.0,1.0,8,1,0.939,Late,0,0.0125,Low,2.34390243902439,0.6682926829268293,10000,0.24390243902439024,0.4292682926829268,4.0268292682926825,30-50%,50-70%,300%+,0.014355992239313244,1.4355992239313244,Low Risk
5007775,107775,2025-09-19,Meru,Kisumu,44,Salaried,73000,11,403200,Asset Finance,542100,24,27100,15800,0.21643835616438356,1.344,9,0,0,72900,60700,106,0.712,0.651,4,0,0.89,Late,0,0.013,Low,7.426027397260274,0.5876712328767123,12200,0.16712328767123288,0.37123287671232874,5.523287671232877,30-50%,50-70%,300%+,0.018634629064105842,1.863462906410584,Low Risk
5009387,109387,2025-09-19,Eldoret,Nakuru,34,Farmer,52600,1,147200,Development,315300,12,29100,9300,0.17680608365019013,2.142,4,0,0,67200,61100,11,0.826,0.955,1,0,0.947,Late,0,0.1224,Moderate,5.994296577946768,0.7300380228136882,6100,0.11596958174904944,0.5532319391634981,2.7984790874524714,50-70%,70-100%,200-300%,0.08792131660197446,8.792131660197446,Low Risk
5010006,110006,2025-09-19,Eldoret,Embu,33,Casual,31500,6,17500,Business,100100,12,9200,3200,0.10158730158730159,5.72,10,0,1,36100,31000,47,0.859,0.43,5,0,0.979,Current,0,0.2209,Moderate,3.1777777777777776,0.39365079365079364,5100,0.1619047619047619,0.2920634920634921,0.5555555555555556,0-30%,30-50%,0-100%,0.09479879892308618,9.479879892308618,Low Risk
5017444,117444,2025-09-19,Kisumu,Other,27,Salaried,80300,3,61000,Development,446200,36,14200,16400,0.20423412204234123,7.315,8,0,1,87500,62900,36,0.898,0.706,1,0,0.928,Late,0,0.2368,Moderate,5.556662515566625,0.38107098381070986,24600,0.30635118306351183,0.17683686176836863,0.7596513075965131,0-30%,30-50%,0-100%,0.22512681241142463,22.512681241142463,Higher Risk
5011329,111329,2025-09-19,Kisumu,Mombasa,21,Casual,28300,20,35100,Development,129500,36,4300,1500,0.053003533568904596,3.689,25,2,4,32500,26900,180,0.58,0.975,7,1,0.92,Late,0,0.0085,Low,4.575971731448763,0.2049469964664311,5600,0.1978798586572438,0.1519434628975265,1.2402826855123674,0-30%,0-30%,100-200%,0.05401449570359372,5.401449570359372,Low Risk
5048494,148494,2025-09-19,Nyeri,Nairobi,53,Salaried,52500,6,188000,Development,217400,36,6300,2500,0.047619047619047616,1.156,8,0,1,56000,40500,67,0.729,0.925,3,0,0.954,Current,0,0.0143,Low,4.140952380952381,0.1676190476190476,15500,0.29523809523809524,0.12,3.580952380952381,0-30%,0-30%,300%+,0.020583310854187187,2.0583310854187187,Low Risk
5022121,122121,2025-09-19,Mombasa,Nakuru,26,Casual,21200,3,63700,Emergency,93500,3,32700,4600,0.2169811320754717,1.468,3,0,1,20900,16900,29,0.991,0.374,4,0,0.937,Late,0,0.2388,Moderate,4.410377358490566,1.759433962264151,4000,0.18867924528301888,1.5424528301886793,3.0047169811320753,100%+,100%+,300%+,0.11536582716909993,11.536582716909994,Moderate Risk
5019982,119982,2025-09-19,Eldoret,Nyeri,36,Self-Employed,60500,2,189300,Agriculture,217600,18,13600,9500,0.15702479338842976,1.149,4,0,0,64100,50700,19,0.691,0.478,8,0,1.003,Late,0,0.032,Low,3.5966942148760332,0.38181818181818183,13400,0.22148760330578512,0.22479338842975208,3.128925619834711,0-30%,30-50%,300%+,0.038815207892028525,3.8815207892028525,Low Risk
5026752,126752,2025-09-19,Kisumu,Embu,44,Self-Employed,50300,1,71700,Business,191100,6,36900,3500,0.06958250497017893,2.665,0,0,0,50200,40300,9,0.841,1.0,2,2,0.863,Late,0,0.1025,Moderate,3.7992047713717696,0.8031809145129225,9900,0.19681908548707752,0.7335984095427436,1.4254473161033798,70-100%,70-100%,100-200%,0.08546999720767211,8.54699972076721,Low Risk
5008074,108074,2025-09-19,Eldoret,Meru,29,Business Owner,56800,3,147400,Asset Finance,290600,24,13100,1900,0.03345070422535211,1.972,6,1,2,55000,38200,25,0.518,1.0,58,2,0.279,Severely Delinquent,1,0.0689,Low,5.116197183098592,0.2640845070422535,16800,0.29577464788732394,0.2306338028169014,2.5950704225352115,0-30%,0-30%,200-300%,0.08453556831560836,8.453556831560837,Low Risk
5042085,142085,2025-09-19,Nairobi CBD,Mombasa,34,Farmer,29400,6,163600,Business,99300,36,3300,5200,0.17687074829931973,0.607,10,0,3,35100,33000,59,0.861,0.88,0,0,0.912,Current,0,0.0123,Low,3.377551020408163,0.2891156462585034,2100,0.07142857142857142,0.11224489795918367,5.5646258503401365,0-30%,0-30%,300%+,0.017156101402821006,1.7156101402821005,Low Risk
5022586,122586,2025-09-19,Mombasa,Nyeri,34,Business Owner,123400,2,654800,School Fees,742600,12,70100,14000,0.11345218800648298,1.134,2,0,1,115900,103500,22,0.863,0.898,3,1,0.927,Late,0,0.0329,Low,6.017828200972447,0.6815235008103727,12400,0.10048622366288493,0.5680713128038898,5.306320907617504,50-70%,50-70%,300%+,0.05286280375134095,5.286280375134095,Low Risk
5009827,109827,2025-09-19,Nairobi CBD,Kakamega,36,Self-Employed,67700,7,31200,Emergency,134700,12,12800,19200,0.28360413589364847,4.317,13,1,1,78300,69100,58,0.928,0.569,9,2,1.01,Current,0,0.1106,Moderate,1.9896602658788773,0.4726735598227474,9200,0.1358936484490399,0.18906942392909898,0.4608567208271787,0-30%,30-50%,0-100%,0.09491451826719703,9.491451826719704,Low Risk
5016071,116071,2025-09-19,Thika,Mombasa,45,Salaried,108600,4,57200,Development,591700,24,29600,14800,0.13627992633517497,10.344,6,0,0,110400,107300,37,0.928,1.0,56,0,0.401,Severely Delinquent,1,0.4606,High,5.448434622467771,0.4088397790055249,3100,0.0285451197053407,0.27255985267034993,0.5267034990791897,0-30%,30-50%,0-100%,0.42372458917775424,42.372458917775425,Higher Risk
5038521,138521,2025-09-19,Westlands,Machakos,43,Casual,33700,8,48300,Business,81200,12,7800,1400,0.04154302670623145,1.681,6,0,2,42200,36900,68,0.797,0.491,3,0,0.984,Late,0,0.0251,Low,2.4094955489614245,0.27299703264094954,5300,0.1572700296735905,0.2314540059347181,1.4332344213649852,0-30%,0-30%,100-200%,0.028931409670701538,2.8931409670701536,Low Risk
5016294,116294,2025-09-19,Kisumu,Other,23,Casual,34600,6,16600,School Fees,108000,3,40400,1200,0.03468208092485549,6.506,11,1,2,30200,29200,54,1.0,0.547,21,3,0.313,Severely Delinquent,1,0.5395,Very High,3.121387283236994,1.2023121387283238,1000,0.028901734104046242,1.1676300578034682,0.4797687861271676,100%+,100%+,0-100%,0.43690173003079763,43.690173003079764,Higher Risk
5045542,145542,2025-09-19,Embu,Nairobi,42,Salaried,85600,8,239600,Business,525800,24,23900,23200,0.27102803738317754,2.194,7,2,2,96200,65900,75,0.818,0.788,11,1,0.889,Late,0,0.1561,Moderate,6.142523364485982,0.5502336448598131,30300,0.35397196261682246,0.27920560747663553,2.7990654205607477,0-30%,50-70%,200-300%,0.054727220575721186,5.472722057572119,Low Risk
5007706,107706,2025-09-19,Embu,Mombasa,34,Salaried,64600,3,58800,Business,228400,6,45000,18500,0.28637770897832815,3.884,6,0,0,64100,59600,29,0.911,0.577,66,1,0.711,Defaulted,1,0.14,Moderate,3.5356037151702786,0.9829721362229102,4500,0.0696594427244582,0.6965944272445821,0.9102167182662538,50-70%,70-100%,0-100%,0.11732220891877805,11.732220891877805,Moderate Risk
5023726,123726,2025-09-19,Westlands,Nairobi,46,Self-Employed,66600,8,213400,Development,245900,36,8000,3300,0.04954954954954955,1.152,15,0,0,80300,59700,95,0.614,0.82,0,0,0.983,Current,0,0.0142,Low,3.6921921921921923,0.16966966966966968,20600,0.30930930930930933,0.12012012012012012,3.204204204204204,0-30%,0-30%,300%+,0.01783076060343228,1.783076060343228,Low Risk
5023033,123033,2025-09-19,Meru,Other,33,Salaried,74300,10,238500,Business,307500,6,53500,19200,0.25841184387617766,1.289,10,0,0,77800,70300,103,0.758,0.671,3,0,0.876,Late,0,0.0343,Low,4.138627187079408,0.9784656796769852,7500,0.1009421265141319,0.7200538358008075,3.2099596231493943,70-100%,70-100%,300%+,0.023390373124141474,2.3390373124141473,Low Risk
5016080,116080,2025-09-19,Nyeri,Meru,25,Salaried,79200,4,273000,Emergency,399700,12,36400,2400,0.030303030303030304,1.464,5,0,1,76100,60200,39,0.978,0.874,3,1,0.927,Late,0,0.0235,Low,5.046717171717172,0.4898989898989899,15900,0.20075757575757575,0.4595959595959596,3.446969696969697,30-50%,30-50%,300%+,0.03315110068510264,3.315110068510264,Low Risk
5026682,126682,2025-09-19,Eldoret,Nakuru,43,Self-Employed,44400,3,18800,Development,215000,36,6900,3200,0.07207207207207207,11.436,3,0,0,46800,45400,35,0.693,0.554,57,5,0.344,Defaulted,1,0.6346,Very High,4.842342342342342,0.22747747747747749,1400,0.03153153153153153,0.1554054054054054,0.42342342342342343,0-30%,0-30%,0-100%,0.6017275132142864,60.17275132142864,Higher Risk
5029394,129394,2025-09-19,Embu,Kakamega,32,Casual,20200,5,79400,Development,85100,12,7900,4400,0.21782178217821782,1.072,7,0,2,22600,16500,44,0.773,0.641,3,1,1.013,Current,0,0.032,Low,4.212871287128713,0.6089108910891089,6100,0.30198019801980197,0.3910891089108911,3.9306930693069306,30-50%,50-70%,300%+,0.03254900180816783,3.254900180816783,Low Risk
5000438,100438,2025-09-19,Nakuru,Nairobi,44,Casual,25900,5,40600,Agriculture,94600,6,18600,3800,0.14671814671814673,2.33,9,1,2,22900,18200,43,0.564,0.884,6,1,0.987,Late,0,0.09,Low,3.6525096525096523,0.8648648648648649,4700,0.18146718146718147,0.7181467181467182,1.5675675675675675,70-100%,70-100%,100-200%,0.08024792556380617,8.024792556380616,Low Risk
5034561,134561,2025-09-19,Nyeri,Mombasa,46,Business Owner,90500,3,403300,Agriculture,336100,12,31900,22400,0.24751381215469614,0.833,3,0,1,105700,88200,33,0.834,0.769,5,1,0.942,Late,0,0.0218,Low,3.7138121546961327,0.6,17500,0.19337016574585636,0.3524861878453039,4.456353591160221,30-50%,50-70%,300%+,0.028382430589535552,2.838243058953555,Low Risk
5005342,105342,2025-09-19,Embu,Meru,36,Farmer,50200,9,97400,Emergency,270700,6,54700,8700,0.17330677290836655,2.779,9,2,1,53600,37100,92,0.704,0.661,6,0,0.944,Current,0,0.0696,Low,5.392430278884462,1.2629482071713147,16500,0.3286852589641434,1.0896414342629481,1.9402390438247012,100%+,100%+,100-200%,0.09017573969378966,9.017573969378965,Low Risk
5036150,136150,2025-09-19,Nakuru,Other,46,Salaried,110200,3,194200,School Fees,464500,6,93000,21400,0.19419237749546278,2.392,2,1,2,146700,120600,30,0.959,0.573,51,2,0.428,Defaulted,1,0.2186,Moderate,4.215063520871143,1.0381125226860255,26100,0.23684210526315788,0.8439201451905626,1.7622504537205081,70-100%,100%+,100-200%,0.1479975146449551,14.799751464495511,Moderate Risk
5038543,138543,2025-09-19,Nakuru,Kiambu,35,Casual,44500,2,38100,Business,171300,12,15600,12500,0.2808988764044944,4.496,8,1,3,53300,37700,19,0.758,0.635,5,0,1.006,Late,0,0.3386,High,3.849438202247191,0.6314606741573033,15600,0.350561797752809,0.350561797752809,0.8561797752808988,30-50%,50-70%,0-100%,0.14593595619961344,14.593595619961345,Moderate Risk
5026308,126308,2025-09-19,Mombasa,Other,39,Farmer,28300,4,154000,School Fees,140700,12,13200,1500,0.053003533568904596,0.914,5,0,0,27500,18700,33,0.806,0.654,10,1,0.931,Current,0,0.0179,Low,4.971731448763251,0.519434628975265,8800,0.31095406360424027,0.4664310954063604,5.4416961130742045,30-50%,50-70%,300%+,0.03205552576562152,3.2055525765621518,Low Risk
5029996,129996,2025-09-19,Nakuru,Kiambu,36,Farmer,59200,8,311000,Emergency,306500,3,115200,2000,0.033783783783783786,0.986,13,1,3,61000,53800,87,0.931,0.934,2,2,0.97,Late,0,0.1903,Moderate,5.177364864864865,1.9797297297297298,7200,0.12162162162162163,1.945945945945946,5.253378378378378,100%+,100%+,300%+,0.06691248441220822,6.691248441220822,Low Risk
5044113,144113,2025-09-19,Embu,Kisumu,25,Self-Employed,39600,6,234600,School Fees,229100,12,23000,7100,0.17929292929292928,0.977,6,0,1,47200,34800,58,0.778,0.488,4,0,0.892,Late,0,0.0414,Low,5.7853535353535355,0.76010101010101,12400,0.31313131313131315,0.5808080808080808,5.924242424242424,50-70%,70-100%,300%+,0.043858047769266294,4.385804776926629,Low Risk
5006199,106199,2025-09-19,Meru,Nairobi,52,Salaried,103500,10,546200,Business,629200,24,29600,7700,0.07439613526570048,1.152,19,0,1,133500,123500,96,0.514,0.991,4,1,0.944,Current,0,0.0091,Low,6.079227053140096,0.36038647342995167,10000,0.0966183574879227,0.28599033816425123,5.277294685990338,0-30%,30-50%,300%+,0.016473382779734876,1.6473382779734875,Low Risk
5016141,116141,2025-09-19,Nairobi CBD,Mombasa,34,Self-Employed,62900,10,69000,Emergency,348300,3,136600,13700,0.2178060413354531,5.048,13,1,1,69000,59200,82,0.844,0.848,2,0,0.923,Late,0,0.5168,Very High,5.537360890302066,2.3895071542130366,9800,0.15580286168521462,2.1717011128775834,1.09697933227345,100%+,100%+,100-200%,0.3969231932436989,39.69231932436989,Higher Risk
5014745,114745,2025-09-19,Meru,Mombasa,45,Salaried,58800,6,128100,Development,222000,12,21000,5900,0.10034013605442177,1.733,10,0,1,60300,48100,54,0.955,0.743,3,1,0.992,Late,0,0.0104,Low,3.7755102040816326,0.4574829931972789,12200,0.20748299319727892,0.35714285714285715,2.1785714285714284,30-50%,30-50%,200-300%,0.025901404177090612,2.5901404177090614,Low Risk
5009981,109981,2025-09-19,Meru,Uasin Gishu,44,Self-Employed,76100,4,201600,Business,597500,12,55100,5000,0.0657030223390276,2.964,9,1,0,78000,62000,39,0.961,0.947,1,0,0.836,Current,0,0.116,Moderate,7.851511169513798,0.7897503285151117,16000,0.2102496714848883,0.7240473061760841,2.649145860709593,70-100%,70-100%,200-300%,0.15236316035121553,15.236316035121552,Moderate Risk
5032054,132054,2025-09-19,Nyeri,Embu,49,Salaried,68400,4,332100,Asset Finance,375500,36,11800,8500,0.12426900584795321,1.131,9,0,1,85800,67800,33,0.654,0.956,3,0,0.832,Late,0,0.0213,Low,5.489766081871345,0.29678362573099415,18000,0.2631578947368421,0.17251461988304093,4.855263157894737,0-30%,0-30%,300%+,0.028695238068234062,2.8695238068234064,Low Risk
5001006,101006,2025-09-19,Nyeri,Kakamega,34,Business Owner,91000,1,273900,School Fees,472200,3,187200,21900,0.24065934065934066,1.724,1,0,1,92900,73400,11,0.899,0.599,2,0,1.019,Late,0,0.2942,High,5.189010989010989,2.2978021978021976,19500,0.21428571428571427,2.057142857142857,3.00989010989011,100%+,100%+,300%+,0.24641554640279295,24.641554640279296,Higher Risk
5044982,144982,2025-09-19,Thika,Meru,45,Salaried,64100,5,294200,Development,309700,36,10400,3500,0.054602184087363496,1.053,4,0,1,79200,65200,45,0.578,0.468,4,1,0.911,Late,0,0.0186,Low,4.831513260530421,0.21684867394695787,14000,0.21840873634945399,0.1622464898595944,4.589703588143526,0-30%,0-30%,300%+,0.025607429544004183,2.560742954400418,Low Risk
5012561,112561,2025-09-19,Mombasa,Kakamega,32,Business Owner,140100,4,206100,Emergency,622900,3,223400,43600,0.3112062812276945,3.022,7,1,3,124200,119200,48,0.816,0.676,13,1,0.902,Late,0,0.3264,High,4.446109921484654,1.905781584582441,5000,0.03568879371877231,1.5945753033547465,1.4710920770877944,100%+,100%+,100-200%,0.37562438312866214,37.56243831286621,Higher Risk
5005203,105203,2025-09-19,Embu,Kiambu,33,Business Owner,126400,6,245300,Emergency,670400,3,244100,17200,0.1360759493670886,2.733,12,1,0,124100,86500,62,0.976,0.802,47,2,0.298,Defaulted,1,0.4525,High,5.30379746835443,2.0672468354430378,37600,0.2974683544303797,1.9311708860759493,1.9406645569620253,100%+,100%+,100-200%,0.2501688507852174,25.01688507852174,Higher Risk
5000828,100828,2025-09-19,Nakuru,Nairobi,36,Self-Employed,56300,2,64600,Development,216700,12,20500,19600,0.3481349911190053,3.354,4,0,0,67600,60200,21,0.906,1.0,5,0,1.011,Current,0,0.0811,Low,3.8490230905861456,0.7122557726465364,7400,0.13143872113676733,0.3641207815275311,1.147424511545293,30-50%,70-100%,100-200%,0.06989542237357324,6.989542237357324,Low Risk
5040768,140768,2025-09-19,Meru,Uasin Gishu,44,Casual,33800,7,135200,Development,115400,12,11200,8600,0.25443786982248523,0.854,6,0,0,29200,24800,66,0.827,0.505,1,0,0.875,Current,0,0.0309,Low,3.4142011834319526,0.5857988165680473,4400,0.1301775147928994,0.33136094674556216,4.0,30-50%,50-70%,300%+,0.019123666131711077,1.9123666131711077,Low Risk
5027964,127964,2025-09-20,Nairobi CBD,Nakuru,33,Salaried,83600,5,371100,Development,690500,24,34900,10000,0.11961722488038277,1.861,5,1,3,103100,98500,55,0.898,0.951,5,1,0.861,Late,0,0.0609,Low,8.259569377990431,0.5370813397129187,4600,0.05502392344497608,0.41746411483253587,4.438995215311005,30-50%,50-70%,300%+,0.05340442448573898,5.340442448573898,Low Risk
